position,style,point_id,x_m,y_m,weight,x_norm,y_norm,pitch_length_m,pitch_width_m,data_type
LW,Inside Forward,313,81.44,34.465,1.097,0.77562,0.50684,105,68,synthetic_role_based_positional_model
LW,Inside Forward,314,85.789,24.988,1.165,0.81704,0.36747,105,68,synthetic_role_based_positional_model
LW,Inside Forward,315,75.829,9.04,0.967,0.72218,0.13294,105,68,synthetic_role_based_positional_model
LW,Inside Forward,316,82.57,17.887,0.778,0.78638,0.26304,105,68,synthetic_role_based_positional_model
LW,Inside Forward,317,85.39,16.685,0.953,0.81324,0.24537,105,68,synthetic_role_based_positional_model
LW,Inside Forward,318,81.378,33.296,0.777,0.77503,0.48965,105,68,synthetic_role_based_positional_model
LW,Inside Forward,319,90.678,30.036,1.231,0.8636,0.44171,105,68,synthetic_role_based_positional_model
LW,Inside Forward,320,85.98,23.198,1.196,0.81886,0.34115,105,68,synthetic_role_based_positional_model
LW,Inside Forward,321,74.262,10.09,1.047,0.70726,0.14838,105,68,synthetic_role_based_positional_model
LW,Inside Forward,322,67.972,22.851,1.083,0.64735,0.33604,105,68,synthetic_role_based_positional_model
LW,Inside Forward,323,81.377,24.947,1.141,0.77502,0.36687,105,68,synthetic_role_based_positional_model
LW,Inside Forward,324,77.582,26.576,0.824,0.73888,0.39082,105,68,synthetic_role_based_positional_model
LW,Inside Forward,325,91.129,40.564,0.601,0.8679,0.59653,105,68,synthetic_role_based_positional_model
LW,Inside Forward,326,79.442,24.212,1.155,0.75659,0.35606,105,68,synthetic_role_based_positional_model
LW,Inside Forward,327,66.745,12.22,0.435,0.63567,0.17971,105,68,synthetic_role_based_positional_model
LW,Inside Forward,328,70.693,16.708,1.247,0.67327,0.24571,105,68,synthetic_role_based_positional_model
LW,Inside Forward,329,104.5,25.318,0.362,0.99524,0.37232,105,68,synthetic_role_based_positional_model
LW,Inside Forward,330,65.511,18.204,1.174,0.62391,0.26771,105,68,synthetic_role_based_positional_model
LW,Inside Forward,331,91.006,22.198,1.045,0.86672,0.32644,105,68,synthetic_role_based_positional_model
LW,Inside Forward,332,85.859,27.263,1.178,0.8177,0.40093,105,68,synthetic_role_based_positional_model
LW,Inside Forward,333,64.833,6.091,1.136,0.61746,0.08957,105,68,synthetic_role_based_positional_model
LW,Inside Forward,334,92.955,20.152,0.951,0.88529,0.29635,105,68,synthetic_role_based_positional_model
LW,Inside Forward,335,85.398,30.943,1.128,0.81331,0.45504,105,68,synthetic_role_based_positional_model
LW,Inside Forward,336,56.362,3.309,0.958,0.53678,0.04866,105,68,synthetic_role_based_positional_model
LW,Inside Forward,337,66.131,12.994,1.148,0.62982,0.19109,105,68,synthetic_role_based_positional_model
LW,Inside Forward,338,87.732,21.557,1.168,0.83554,0.31701,105,68,synthetic_role_based_positional_model
LW,Inside Forward,339,73.738,29.449,0.162,0.70227,0.43307,105,68,synthetic_role_based_positional_model
LW,Inside Forward,340,101.855,25.09,0.642,0.97005,0.36897,105,68,synthetic_role_based_positional_model
LW,Inside Forward,341,86.981,28.707,1.211,0.82839,0.42216,105,68,synthetic_role_based_positional_model
LW,Inside Forward,342,60.739,18.551,0.15,0.57847,0.27281,105,68,synthetic_role_based_positional_model
LW,Inside Forward,343,63.624,7.946,1.213,0.60594,0.11685,105,68,synthetic_role_based_positional_model
LW,Inside Forward,344,87.046,25.681,1.192,0.82901,0.37766,105,68,synthetic_role_based_positional_model
LW,Inside Forward,345,70.916,30.832,0.645,0.67539,0.45341,105,68,synthetic_role_based_positional_model
LW,Inside Forward,346,87.984,25.784,0.513,0.83794,0.37918,105,68,synthetic_role_based_positional_model
LW,Inside Forward,347,79.684,10.18,0.871,0.7589,0.14971,105,68,synthetic_role_based_positional_model
LW,Inside Forward,348,79.048,19.634,0.475,0.75284,0.28874,105,68,synthetic_role_based_positional_model
LW,Inside Forward,349,74.196,20.948,1.1,0.70663,0.30806,105,68,synthetic_role_based_positional_model
LW,Inside Forward,350,83.364,33.472,1.079,0.79394,0.49224,105,68,synthetic_role_based_positional_model
LW,Inside Forward,351,99.626,15.499,0.388,0.94882,0.22793,105,68,synthetic_role_based_positional_model
LW,Inside Forward,352,68.211,34.111,1.047,0.64963,0.50163,105,68,synthetic_role_based_positional_model
LW,Inside Forward,353,72.05,32.285,0.608,0.68619,0.47478,105,68,synthetic_role_based_positional_model
LW,Inside Forward,354,99.68,24.598,0.438,0.94933,0.36174,105,68,synthetic_role_based_positional_model
LW,Inside Forward,355,83.129,35.184,0.847,0.7917,0.51741,105,68,synthetic_role_based_positional_model
LW,Inside Forward,356,56.512,25.168,0.581,0.53821,0.37012,105,68,synthetic_role_based_positional_model
LW,Inside Forward,357,60.862,8.523,0.752,0.57964,0.12534,105,68,synthetic_role_based_positional_model
LW,Inside Forward,358,55.724,9.725,1.194,0.5307,0.14301,105,68,synthetic_role_based_positional_model
LW,Inside Forward,359,89.591,32.357,1.172,0.85325,0.47584,105,68,synthetic_role_based_positional_model
LW,Inside Forward,360,66.121,9.269,1.195,0.62972,0.13631,105,68,synthetic_role_based_positional_model
LW,Inside Forward,361,77.881,15.461,1.183,0.74172,0.22737,105,68,synthetic_role_based_positional_model
LW,Inside Forward,362,90.059,19.716,1.084,0.8577,0.28994,105,68,synthetic_role_based_positional_model
LW,Inside Forward,363,76.543,34.025,0.646,0.72898,0.50037,105,68,synthetic_role_based_positional_model
LW,Inside Forward,364,57.232,6.755,0.461,0.54507,0.09934,105,68,synthetic_role_based_positional_model
LW,Inside Forward,365,71.555,9.645,1.029,0.68148,0.14184,105,68,synthetic_role_based_positional_model
LW,Inside Forward,366,93.308,28.414,1.205,0.88865,0.41785,105,68,synthetic_role_based_positional_model
LW,Inside Forward,367,61.54,15.623,1.074,0.5861,0.22975,105,68,synthetic_role_based_positional_model
LW,Inside Forward,368,63.177,3.295,0.991,0.60169,0.04846,105,68,synthetic_role_based_positional_model
LW,Inside Forward,369,103.477,23.76,0.435,0.9855,0.34941,105,68,synthetic_role_based_positional_model
LW,Inside Forward,370,81.775,19.44,0.675,0.77881,0.28588,105,68,synthetic_role_based_positional_model
LW,Inside Forward,371,74.953,17.014,0.799,0.71384,0.25021,105,68,synthetic_role_based_positional_model
LW,Inside Forward,372,80.085,31.69,0.793,0.76271,0.46603,105,68,synthetic_role_based_positional_model
LW,Inside Forward,373,58.574,26.723,0.566,0.55785,0.39299,105,68,synthetic_role_based_positional_model
LW,Inside Forward,374,86.277,27.022,1.092,0.82169,0.39738,105,68,synthetic_role_based_positional_model
LW,Inside Forward,375,99.085,20.753,0.529,0.94367,0.30519,105,68,synthetic_role_based_positional_model
LW,Inside Forward,376,96.863,15.513,0.61,0.9225,0.22813,105,68,synthetic_role_based_positional_model
LW,Inside Forward,377,95.366,2.666,0.15,0.90825,0.03921,105,68,synthetic_role_based_positional_model
LW,Inside Forward,378,78.668,40.92,0.792,0.74922,0.60176,105,68,synthetic_role_based_positional_model
LW,Inside Forward,379,83.201,18.447,1.226,0.79239,0.27128,105,68,synthetic_role_based_positional_model
LW,Inside Forward,380,78.565,11.229,0.923,0.74824,0.16513,105,68,synthetic_role_based_positional_model
LW,Inside Forward,381,67.476,33.308,1.047,0.64263,0.48982,105,68,synthetic_role_based_positional_model
LW,Inside Forward,382,99.585,13.046,0.15,0.94843,0.19185,105,68,synthetic_role_based_positional_model
LW,Inside Forward,383,66.591,10.677,1.185,0.6342,0.15701,105,68,synthetic_role_based_positional_model
LW,Inside Forward,384,88.097,36.938,0.909,0.83902,0.54321,105,68,synthetic_role_based_positional_model
LW,Inside Forward,385,64.268,11.935,1.046,0.61208,0.17551,105,68,synthetic_role_based_positional_model
LW,Inside Forward,386,45.365,11.52,0.748,0.43205,0.16941,105,68,synthetic_role_based_positional_model
LW,Inside Forward,387,72.174,17.319,1.25,0.68737,0.25469,105,68,synthetic_role_based_positional_model
LW,Inside Forward,388,87.322,23.737,1.147,0.83164,0.34907,105,68,synthetic_role_based_positional_model
LW,Inside Forward,389,82.836,39.289,0.52,0.78891,0.57778,105,68,synthetic_role_based_positional_model
LW,Inside Forward,390,73.535,28.328,0.722,0.70033,0.41659,105,68,synthetic_role_based_positional_model
LW,Inside Forward,391,74.259,27.602,0.783,0.70723,0.40591,105,68,synthetic_role_based_positional_model
LW,Inside Forward,392,78.879,25.218,1.17,0.75123,0.37085,105,68,synthetic_role_based_positional_model
LW,Inside Forward,393,91.752,24.594,1.19,0.87383,0.36168,105,68,synthetic_role_based_positional_model
LW,Inside Forward,394,74.07,8.359,0.595,0.70543,0.12293,105,68,synthetic_role_based_positional_model
LW,Inside Forward,395,43.864,5.054,0.527,0.41775,0.07432,105,68,synthetic_role_based_positional_model
LW,Inside Forward,396,95.932,35.127,0.15,0.91364,0.51657,105,68,synthetic_role_based_positional_model
LW,Inside Forward,397,60.381,4.408,1.076,0.57506,0.06482,105,68,synthetic_role_based_positional_model
LW,Inside Forward,398,82.789,31.238,0.995,0.78847,0.45938,105,68,synthetic_role_based_positional_model
LW,Inside Forward,399,61.734,12.01,1.226,0.58794,0.17662,105,68,synthetic_role_based_positional_model
LW,Inside Forward,400,60.82,19.892,1.009,0.57924,0.29253,105,68,synthetic_role_based_positional_model
LW,Inside Forward,401,83.292,21.204,1.246,0.79326,0.31182,105,68,synthetic_role_based_positional_model
LW,Inside Forward,402,90.31,14.974,0.966,0.8601,0.22021,105,68,synthetic_role_based_positional_model
LW,Inside Forward,403,100.265,34.064,0.67,0.9549,0.50094,105,68,synthetic_role_based_positional_model
LW,Inside Forward,404,84.509,30.026,1.11,0.80485,0.44156,105,68,synthetic_role_based_positional_model
LW,Inside Forward,405,65.671,17.512,1.183,0.62544,0.25753,105,68,synthetic_role_based_positional_model
LW,Inside Forward,406,83.795,35.898,0.838,0.79805,0.52791,105,68,synthetic_role_based_positional_model
LW,Inside Forward,407,71.84,30.447,0.716,0.68419,0.44775,105,68,synthetic_role_based_positional_model
LW,Inside Forward,408,85.695,20.432,1.215,0.81614,0.30047,105,68,synthetic_role_based_positional_model
LW,Inside Forward,409,89.308,30.841,0.815,0.85055,0.45354,105,68,synthetic_role_based_positional_model
LW,Inside Forward,410,83.714,19.216,1.233,0.79728,0.28259,105,68,synthetic_role_based_positional_model
LW,Inside Forward,411,92.31,19.791,0.953,0.87914,0.29104,105,68,synthetic_role_based_positional_model
LW,Inside Forward,412,82.18,14.519,1.054,0.78267,0.21351,105,68,synthetic_role_based_positional_model
LW,Inside Forward,413,84.197,47.57,0.15,0.80188,0.69956,105,68,synthetic_role_based_positional_model
LW,Inside Forward,414,81.719,2.557,0.15,0.77828,0.0376,105,68,synthetic_role_based_positional_model
LW,Inside Forward,415,100.367,37.084,0.15,0.95588,0.54535,105,68,synthetic_role_based_positional_model
LW,Inside Forward,416,75.777,18.401,1.218,0.72169,0.2706,105,68,synthetic_role_based_positional_model
LW,Inside Forward,417,92.504,33.771,1.088,0.88099,0.49663,105,68,synthetic_role_based_positional_model
LW,Inside Forward,418,84.781,34.508,1.001,0.80744,0.50747,105,68,synthetic_role_based_positional_model
LW,Inside Forward,419,84.086,19.118,0.785,0.80082,0.28115,105,68,synthetic_role_based_positional_model
LW,Inside Forward,420,96.795,41.193,0.351,0.92186,0.60578,105,68,synthetic_role_based_positional_model
LW,Inside Forward,421,79.115,0.5,0.15,0.75348,0.00735,105,68,synthetic_role_based_positional_model
LW,Inside Forward,422,88.393,26.744,0.927,0.84184,0.39329,105,68,synthetic_role_based_positional_model
LW,Inside Forward,423,88.94,18.627,0.887,0.84705,0.27393,105,68,synthetic_role_based_positional_model
LW,Inside Forward,424,89.363,25.926,1.231,0.85108,0.38126,105,68,synthetic_role_based_positional_model
LW,Inside Forward,425,85.39,22.166,1.217,0.81324,0.32597,105,68,synthetic_role_based_positional_model
LW,Inside Forward,426,103.773,30.027,0.15,0.98831,0.44157,105,68,synthetic_role_based_positional_model
LW,Inside Forward,427,77.793,42.383,0.684,0.74089,0.62328,105,68,synthetic_role_based_positional_model
LW,Inside Forward,428,62.633,25.521,0.855,0.5965,0.37531,105,68,synthetic_role_based_positional_model
LW,Inside Forward,429,90.39,22.359,0.698,0.86086,0.32881,105,68,synthetic_role_based_positional_model
LW,Inside Forward,430,76.645,10.274,0.82,0.72995,0.15109,105,68,synthetic_role_based_positional_model
LW,Inside Forward,431,49.493,15.973,0.787,0.47136,0.2349,105,68,synthetic_role_based_positional_model
LW,Inside Forward,432,87.507,13.109,0.791,0.8334,0.19278,105,68,synthetic_role_based_positional_model
LW,Inside Forward,433,74.671,34.958,1.136,0.71115,0.51409,105,68,synthetic_role_based_positional_model
LW,Inside Forward,434,85.796,24.797,0.687,0.8171,0.36466,105,68,synthetic_role_based_positional_model
LW,Inside Forward,435,76.771,30.689,0.889,0.73115,0.45131,105,68,synthetic_role_based_positional_model
LW,Inside Forward,436,60.844,31.564,0.15,0.57947,0.46418,105,68,synthetic_role_based_positional_model
LW,Inside Forward,437,81.883,32.978,0.88,0.77984,0.48497,105,68,synthetic_role_based_positional_model
LW,Inside Forward,438,79.596,31.767,0.265,0.75806,0.46716,105,68,synthetic_role_based_positional_model
LW,Inside Forward,439,58.819,7.969,1.218,0.56018,0.11719,105,68,synthetic_role_based_positional_model
LW,Inside Forward,440,77.75,30.431,0.459,0.74048,0.44751,105,68,synthetic_role_based_positional_model
LW,Inside Forward,441,90.702,24.806,1.206,0.86383,0.36479,105,68,synthetic_role_based_positional_model
LW,Inside Forward,442,68.81,24.622,0.996,0.65533,0.36209,105,68,synthetic_role_based_positional_model
LW,Inside Forward,443,86.516,27.85,1.025,0.82396,0.40956,105,68,synthetic_role_based_positional_model
LW,Inside Forward,444,94.813,11.939,0.15,0.90298,0.17557,105,68,synthetic_role_based_positional_model
LW,Inside Forward,445,69.947,6.431,1.019,0.66616,0.09457,105,68,synthetic_role_based_positional_model
LW,Inside Forward,446,77.419,48.93,0.15,0.73732,0.71956,105,68,synthetic_role_based_positional_model
LW,Inside Forward,447,95.628,11.388,0.15,0.91074,0.16747,105,68,synthetic_role_based_positional_model
LW,Inside Forward,448,93.539,23.713,1.124,0.89085,0.34872,105,68,synthetic_role_based_positional_model
LW,Inside Forward,449,51.383,14.015,0.511,0.48936,0.2061,105,68,synthetic_role_based_positional_model
LW,Inside Forward,450,68.008,20.253,0.765,0.6477,0.29784,105,68,synthetic_role_based_positional_model
LW,Inside Forward,451,59.191,21.408,0.52,0.56372,0.31482,105,68,synthetic_role_based_positional_model
LW,Inside Forward,452,66.243,13.477,1.128,0.63089,0.19819,105,68,synthetic_role_based_positional_model
LW,Inside Forward,453,48.498,11.863,0.918,0.46189,0.17446,105,68,synthetic_role_based_positional_model
LW,Inside Forward,454,87.32,22.453,1.174,0.83162,0.33019,105,68,synthetic_role_based_positional_model
LW,Inside Forward,455,73.969,13.493,1.193,0.70447,0.19843,105,68,synthetic_role_based_positional_model
LW,Inside Forward,456,88.952,24.883,0.862,0.84716,0.36593,105,68,synthetic_role_based_positional_model
LW,Inside Forward,457,62.626,4.346,1.067,0.59644,0.06391,105,68,synthetic_role_based_positional_model
LW,Inside Forward,458,91.261,19.714,1.033,0.86915,0.28991,105,68,synthetic_role_based_positional_model
LW,Inside Forward,459,84.107,12.106,0.992,0.80102,0.17803,105,68,synthetic_role_based_positional_model
LW,Inside Forward,460,62.675,13.47,1.055,0.5969,0.19809,105,68,synthetic_role_based_positional_model
LW,Inside Forward,461,64.742,11.751,1.05,0.61659,0.17281,105,68,synthetic_role_based_positional_model
LW,Inside Forward,462,76.447,17.914,1.214,0.72807,0.26344,105,68,synthetic_role_based_positional_model
LW,Inside Forward,463,70.945,13.893,1.209,0.67567,0.20431,105,68,synthetic_role_based_positional_model
LW,Inside Forward,464,87.183,25.786,1.198,0.83031,0.37921,105,68,synthetic_role_based_positional_model
LW,Inside Forward,465,66.673,13.435,1.151,0.63498,0.19757,105,68,synthetic_role_based_positional_model
LW,Inside Forward,466,90.494,6.529,0.417,0.86185,0.09601,105,68,synthetic_role_based_positional_model
LW,Inside Forward,467,86.732,24.267,1.15,0.82602,0.35687,105,68,synthetic_role_based_positional_model
LW,Inside Forward,468,93.49,14.964,0.81,0.89038,0.22006,105,68,synthetic_role_based_positional_model
LW,Inside Forward,469,86.626,34.457,0.931,0.82501,0.50672,105,68,synthetic_role_based_positional_model
LW,Inside Forward,470,74.685,24.403,1.181,0.71129,0.35887,105,68,synthetic_role_based_positional_model
LW,Inside Forward,471,78.787,51.811,0.15,0.75035,0.76193,105,68,synthetic_role_based_positional_model
LW,Inside Forward,472,88.898,36.91,0.921,0.84665,0.54279,105,68,synthetic_role_based_positional_model
LW,Inside Forward,473,71.372,26.898,0.849,0.67973,0.39556,105,68,synthetic_role_based_positional_model
LW,Inside Forward,474,66.279,24.753,0.596,0.63123,0.36401,105,68,synthetic_role_based_positional_model
LW,Inside Forward,475,99.84,29.715,0.843,0.95086,0.43699,105,68,synthetic_role_based_positional_model
LW,Inside Forward,476,75.094,20.791,1.132,0.71518,0.30575,105,68,synthetic_role_based_positional_model
LW,Inside Forward,477,57.189,25.823,0.57,0.54466,0.37975,105,68,synthetic_role_based_positional_model
LW,Inside Forward,478,100.705,24.954,0.744,0.9591,0.36697,105,68,synthetic_role_based_positional_model
LW,Inside Forward,479,89.22,18.856,0.906,0.84971,0.27729,105,68,synthetic_role_based_positional_model
LW,Inside Forward,480,91.92,27.861,1.235,0.87543,0.40972,105,68,synthetic_role_based_positional_model
LW,Inside Forward,481,63.824,6.015,0.647,0.60785,0.08846,105,68,synthetic_role_based_positional_model
LW,Inside Forward,482,94.423,10.166,0.502,0.89927,0.1495,105,68,synthetic_role_based_positional_model
LW,Inside Forward,483,70.394,32.255,1.154,0.67042,0.47434,105,68,synthetic_role_based_positional_model
LW,Inside Forward,484,87.839,11.727,0.897,0.83656,0.17246,105,68,synthetic_role_based_positional_model
LW,Inside Forward,485,71.596,26.572,0.876,0.68187,0.39076,105,68,synthetic_role_based_positional_model
LW,Inside Forward,486,72.682,31.99,0.658,0.69221,0.47044,105,68,synthetic_role_based_positional_model
LW,Inside Forward,487,72.435,16.303,0.955,0.68986,0.23975,105,68,synthetic_role_based_positional_model
LW,Inside Forward,488,73.387,14.596,0.826,0.69892,0.21465,105,68,synthetic_role_based_positional_model
LW,Inside Forward,489,94.266,24.908,1.137,0.89777,0.36629,105,68,synthetic_role_based_positional_model
LW,Inside Forward,490,61.66,32.403,0.15,0.58724,0.47651,105,68,synthetic_role_based_positional_model
LW,Inside Forward,491,102.873,14.906,0.15,0.97974,0.21921,105,68,synthetic_role_based_positional_model
LW,Inside Forward,492,86.673,15.309,1.095,0.82546,0.22513,105,68,synthetic_role_based_positional_model
LW,Inside Forward,493,81.33,25.706,0.922,0.77457,0.37803,105,68,synthetic_role_based_positional_model
LW,Inside Forward,494,71.858,22.881,0.985,0.68436,0.33649,105,68,synthetic_role_based_positional_model
LW,Inside Forward,495,88.668,31.169,1.202,0.84446,0.45837,105,68,synthetic_role_based_positional_model
LW,Inside Forward,496,90.453,29.116,1.244,0.86146,0.42818,105,68,synthetic_role_based_positional_model
LW,Inside Forward,497,79.471,21.92,1.232,0.75687,0.32235,105,68,synthetic_role_based_positional_model
LW,Inside Forward,498,90.797,40.449,0.15,0.86473,0.59484,105,68,synthetic_role_based_positional_model
LW,Inside Forward,499,90.678,38.092,0.832,0.8636,0.56018,105,68,synthetic_role_based_positional_model
LW,Inside Forward,500,97.033,35.381,0.826,0.92412,0.52031,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,1,91.518,59.634,0.15,0.8716,0.87697,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,2,84.408,21.371,1.092,0.80389,0.31428,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,3,67.999,25.597,1.002,0.64761,0.37643,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,4,68.68,22.092,1.249,0.6541,0.32488,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,5,77.225,21.551,1.151,0.73548,0.31693,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,6,57.254,11.443,0.711,0.54528,0.16828,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,7,73.064,29.819,1.155,0.69585,0.43851,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,8,98.327,38.216,0.15,0.93645,0.562,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,9,78.63,13.936,0.86,0.74886,0.20494,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,10,92.607,34.066,1.125,0.88197,0.50097,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,11,88.122,43.102,0.652,0.83926,0.63385,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,12,64.073,30.377,1.083,0.61022,0.44672,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,13,75.534,29.402,1.208,0.71937,0.43238,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,14,61.986,15.524,1.059,0.59034,0.22829,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,15,72.338,37.223,0.835,0.68893,0.5474,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,16,90.871,26.064,1.117,0.86544,0.38329,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,17,78.969,23.462,1.211,0.75209,0.34503,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,18,96.978,16.528,0.15,0.9236,0.24306,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,19,93.841,37.156,0.956,0.89372,0.54641,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,20,101.249,19.956,0.15,0.96428,0.29347,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,21,75.098,29.09,1.01,0.71522,0.42779,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,22,65.653,33.324,0.769,0.62527,0.49006,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,23,82.466,28.669,1.103,0.78539,0.4216,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,24,94.01,34.688,0.28,0.89533,0.51012,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,25,82.014,36.442,0.953,0.78109,0.53591,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,26,83.467,24.099,1.184,0.79492,0.3544,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,27,88.117,22.452,0.58,0.83921,0.33018,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,28,82.586,29.968,1.126,0.78653,0.44071,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,29,69.597,21.676,1.245,0.66283,0.31876,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,30,75.031,33.714,0.533,0.71458,0.49579,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,31,86.405,25.077,1.096,0.8229,0.36878,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,32,71.97,23.151,1.105,0.68543,0.34046,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,33,81.393,27.151,0.871,0.77517,0.39928,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,34,63.933,5.656,0.388,0.60889,0.08318,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,35,82.751,40.347,0.665,0.7881,0.59334,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,36,70.611,10.675,0.838,0.67249,0.15699,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,37,90.061,22.452,0.181,0.85772,0.33018,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,38,75.533,26.411,1.225,0.71936,0.3884,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,39,53.143,14.596,1.21,0.50612,0.21465,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,40,48.646,22.983,0.704,0.4633,0.33799,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,41,86.832,12.381,0.375,0.82697,0.18207,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,42,82.034,13.07,0.625,0.78128,0.19221,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,43,65.042,32.869,0.866,0.61945,0.48337,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,44,75.738,8.58,0.468,0.72131,0.12618,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,45,72.457,32.82,1.059,0.69007,0.48265,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,46,57.587,33.79,0.834,0.54845,0.49691,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,47,76.965,22.032,1.165,0.733,0.324,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,48,87.822,31.244,1.038,0.8364,0.45947,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,49,65.983,27.568,1.146,0.62841,0.40541,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,50,55.848,50.445,0.15,0.53189,0.74184,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,51,66.263,18.305,1.202,0.63108,0.26919,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,52,79.384,38.286,0.73,0.75604,0.56303,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,53,94.633,32.302,1.063,0.90127,0.47503,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,54,74.29,44.109,0.92,0.70752,0.64866,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,55,73.793,30.474,1.158,0.70279,0.44815,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,56,85.052,25.363,1.085,0.81002,0.37299,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,57,64.501,17.631,1.17,0.6143,0.25928,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,58,53.254,23.869,0.88,0.50718,0.35101,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,59,89.581,39.395,0.952,0.85315,0.57934,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,60,87.912,25.637,1.085,0.83726,0.37701,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,61,83.223,42.051,0.658,0.7926,0.6184,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,62,66.66,26.29,0.944,0.63486,0.38662,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,63,91.336,28.573,1.181,0.86987,0.42019,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,64,78.506,26.447,0.987,0.74768,0.38893,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,65,91.166,37.758,1.023,0.86825,0.55526,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,66,74.487,34.265,0.461,0.7094,0.5039,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,67,73.697,5.385,0.334,0.70188,0.07919,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,68,76.487,38.888,0.796,0.72845,0.57188,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,69,58.15,19.065,1.097,0.55381,0.28037,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,70,48.137,9.649,1.047,0.45845,0.1419,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,71,77.212,35.716,1.006,0.73535,0.52524,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,72,66.02,35.964,1.166,0.62876,0.52888,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,73,62.25,44.601,0.709,0.59286,0.6559,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,74,83.335,36.917,0.905,0.79367,0.5429,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,75,85.767,16.476,0.15,0.81683,0.24229,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,76,86.361,24.349,1.12,0.82249,0.35807,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,77,93.848,26.769,1.037,0.89379,0.39366,105,68,synthetic_role_based_positional_model
LW,Inverted Winger,78,74.472,34.602,1.237,0.70926,0.50885,105,68,synthetic_role_based_positional_model
